customer_id,signup_date,region,acquisition_channel,account_type,age,gender,risk_score,credit_score,email,phone
C104650,2023-03-18,Sarawak,offline,premium,30.0,M,0.274,756.0,user104650@example.com,+6018439252
C104651,2022-08-05,Singapore,partner,plus,37.0,M,0.451,668.0,user104651@example.com,+6015373912
C104652,2025-09-01,Sarawak, Paid Ads,Standard ,32.0,F,0.127,709.0,user104652@example.com,+6018642807
C104653,2023-03-28,KL ,web,standard,37.0,F,0.424,735.0,user104653@corp.co,+6015729793
C104654,2023-01-07,sabah,IOS Store,Premium ,38.0,M,0.262,653.0,user104654@corp.co,+6018997374
C104655,2023-04-18,johor,referral,Standard ,49.0,F,0.215,602.0,user104655@inbox.io,+6010505786
C104656,2025-01-04,bangkok,Referral ,standard,29.0,M,0.18,721.0,user104656@example.com,+6019152744
C104657,2023-12-02,singapore ,Referral ,plus,24.0,M,0.085,734.0,user104657@inbox.io,+6014351981
C104658,2024-02-11,sarawak,App store,PRM,34.0,M,0.153,725.0,user104658@mail.com,+6019922342
C104659,2022-07-26,johor,Partnership,Premium ,26.0,F,0.399,658.0,user104659@example.com,6018598131
C104660,2025-03-30,singapore ,web,plus,44.0,Other,0.499,771.0,user104660@inbox.io,+6018653745
C104661,2024-08-10,sarawak,Offline  Event,Plus ,30.0,F,0.172,697.0,user104661@corp.co,+6018735507
C104662,2022-10-17,Kuala  Lumpur,IOS Store,STD,27.0,F,0.089,611.0,user104662@corp.co,+6019706070
C104663,2024-07-26,sabah,WEBSITE,Premium ,28.0,M,0.35,584.0,user104663@example.com,+6014751764
C104664,2024-03-02,SELANGOR ,WEB ,PLS,38.0,M,0.267,662.0,user104664@example.com,+6018419317
C104665,2024-02-09,Sarawak,partner,plus,31.0,F,0.08,693.0,user104665@inbox.io,+6014985900
C104666,2024-05-29,Kuala  Lumpur,web,Plus ,27.0,M,0.201,663.0,user104666@inbox.io,+6010514823
C104667,2023-05-19,Pulau Pinang,Ads,PRM,45.0,F,0.512,800.0,user104667@inbox.io,+6010253156
C104668,2024-11-01,MNL,Partner ,PRM,25.0,F,0.16,704.0,user104668@example.com,+6016707947
C104669,2022-07-13,Sabah, Paid Ads,PLS,32.0,Other,0.382,622.0,user104669@mail.com,+6010698826
C104670,2022-02-12,johor,web,Plus ,37.0,M,0.174,544.0,user104670@mail.com,+6015725085
C104671,2022-12-12,KL,App store,PLS,19.0,F,0.376,694.0,user104671@mail.com,+6014150824
C104672,2021-11-07,HCMC,Referal,STD ,36.0,F,0.487,739.0,user104672@mail.com,+6015812577
C104673,2023-04-19,sarawak,Offline  Event,premium,24.0,M,0.306,792.0,user104673@inbox.io,+6012210402
C104674,2023-01-03,Sarawak,App store,premium,39.0,F,0.069,668.0,user104674@inbox.io,+6019651945
C104675,2025-09-22,SELANGOR-,IOS-Store,standard,24.0,M,0.423,,user104675@inbox.io,+6019747494
C104676,2024-09-04,Jakarta,Referral ,Standard ,38.0,M,0.304,598.0,user104676@inbox.io,+6010296425
C104677,2024-03-29,Penang,Referal,PLUS ,41.0,,0.565,659.0,user104677@inbox.io,+6010933791
C104678,2022-09-02,sarawak, Paid Ads,premium,39.0,M,0.103,619.0,user104678@corp.co,+6017587530
C104679,2022-03-30,JKT,IOS Store,Premium ,34.0,F,0.239,728.0,user104679@ example.com,+6017303418
C104680,10/04/2022,jakarta,partner,Standard ,30.0,M,0.706,602.0,user104680@mail.com,+6010659041
C104681,2025-01-09,manila,Partner ,PLS,27.0,M,0.152,,user104681@corp.co,+6018194805
C104682,2021-01-31,penang,Referal,Plus ,44.0,M,0.091,605.0,user104682@inbox.io,+6015340994
C104683,2022-07-03,Kuala Lumpur ,Offline  Event,PLS,26.0,M,0.334,785.0,user104683@mail.com,+6010270701
C104684,02/08/2024,manila,Offline  Event,Standard ,24.0,M,0.343,658.0,user104684@inbox.io,+6019331116
C104685,2025-04-02,Sabah ,app-store, PRM,37.0,M,0.168,703.0,user104685@mail.com,+6013312692
C104686,2022-02-22, Bangkok,web,premium,26.0,F,0.446,573.0,user104686@corp.co,+6016936268
C104687,2025-05-26,sabah,app-store,premium,24.0,F,0.286,590.0,user104687@mail.com,+6017570618
C104688,2025-07-18,Kuala Lumpur , IOS Store,Plus ,20.0,F,0.328,634.0,user104688@example.com,+6010462453
C104689,2023-09-08,manila, Paid Ads, standard,28.0,F,0.355,731.0,user104689@example.com,6012691775
C104690,2025-02-20,SELANGOR ,ADs,Standard ,31.0,M,0.353,,user104690@example.com,+6017706360
C104691,22/07/2023,SG,app-store,Premium ,34.0,F,0.458,745.0,user104691@mail.com,+6012470586
C104692,2023-02-19, manila,Offline  Event,PRM,40.0,F,0.403,589.0,user104692@corp.co,+6013667013
C104693,2021-05-29,penang,offline,Plus ,36.0,M,0.064,710.0,user104693@corp.co,+6014206039
C104694,2024-05-22,MANILA,Offline  Event,PLS,30.0,F,0.191,646.0,user104694@inbox.io,+6012978938
C104695,2021-11-04,BKK,Referral-,PLS,30.0,M,0.36,632.0,user104695@mail.com,+6017716498
C104696,2022-05-23,Sabah ,Partnership,plus,36.0,M,0.202,648.0,user104696@example.com,+6011925667
C104697,2021-07-06,Kuala  Lumpur,Offline  Event,premium,42.0,F,0.221,673.0,user104697@inbox.io,+6013250412
C104698,2022-11-01,Saigon,ADs,Plus ,33.0,M,0.424,,user104698@inbox.io,+6015331056
C104699,2023-03-02,sabah,WEB ,PREMIUM ,,M,0.211,747.0,user104699@example.com,+6013246698
C104700,2025-01-20,Sabah,referral,PLS,24.0,M,0.245,711.0,user104700@mail.com,+6015645326
C104701,2021-10-27,Jakarta,offline,STD,20.0,M,0.26,718.0,user104701@mail.com,+6018634005
C104702,2024-10-29,Kuala  Lumpur,Partnership,PRM,37.0,M,0.345,789.0,user104702@example.com,+6014907937
C104703,2023-11-06,Bangkok,partner, PLS,37.0,F,0.653,722.0,user104703@example.com,+6010418588
C104704,19/03/2023,Singapore,web,standard,37.0,F,0.291,667.0,user104704@mail.com,+6011542957
C104705,2024-01-27,Singapore,offline,STD,31.0,F,0.234,715.0,user104705@inbox.io,+6012609840
C104706,25/01/2024,SELANGOR ,App store,PLS,43.0,M,0.14,782.0,user104706@mail.com,+6014285944
C104707,2025-09-29,jakarta,App  store,Plus ,28.0,Other,0.341,628.0,user104707@mail.com,+6012201906
C104708,2023-03-12,Singapore,IOS Store,PRM,40.0,F,0.171,654.0,user104708@example.com,+6012804360
C104709,2023-12-06,jakarta,web,standard,32.0,M,0.191,767.0,user104709@corp.co,+6011192602
C104710,03/03/2021,HCMC,Ads,Plus ,27.0,F,0.475,663.0,user104710@example.com,+6015415707
C104711,03/07/2024,manila,offline,standard,37.0,F,0.228,726.0,user104711@mail.com,+6014425098
C104712,12/01/2022,Kuala Lumpur ,ADS,PRM,35.0,F,0.734,757.0,user104712@mail.com,+6018889153
C104713,2023-12-27,Manila,IOS Store,Standard ,35.0,M,0.552,605.0,user104713@example.com,+6015116128
C104714,2022-09-11,jakarta,app-store,STANDARD ,33.0,M,0.177,655.0,user104714@corp.co,+6012810168
C104715,2025-07-31,JKT,website,STD,32.0,F,0.479,752.0,user104715@example.com,+6014893223
C104716,2022-06-27,selangor,IOS Store,STANDARD,51.0,F,0.218,672.0,user104716@inbox.io,+6016832049
C104717,2023-06-04,singapore ,App store,STD,41.0,F,0.101,559.0,user104717@corp.co,+6011119185
C104718,2024-01-09,Sarawak,offline,plus,38.0,F,0.239,649.0,user104718@inbox.io,+6011507762
C104719,2023-10-08,jakarta,Offline  Event,Premium ,33.0,F,0.477,728.0,user104719@inbox.io,+6018198157
C104720,05/05/2025,Penang,Offline  Event,plus,40.0,M,0.171,757.0,user104720@mail.com,+6010618790
C104721,2025-02-23,HCMC,referral,PLS,36.0,F,0.222,683.0,user104721@example.com,+6011358790
C104722,2024-10-20,SELANGOR ,app-store,STD,32.0,M,0.269,709.0,user104722@corp.co,+6017608143
C104723,01/09/2021,Ho Chi Minh City,WEB ,standard,30.0,F,0.377,658.0,user104723@example.com,+6019987100
C104724,2024-03-29,Bangkok,app-store,PRM,31.0,F,0.093,734.0,user104724@corp.co,+6017342719
C104725,2023-06-10, selangor,App store,STD,18.0,M,0.459,766.0,user104725@mail.com,+6010749943
C104726,2024-12-11,Sabah,Referral ,premium,34.0,F,0.161,726.0,user104726@mail.com,+6015199965
C104727,2022-03-27,HCMC,IOS Store,PLS,28.0,,0.526,673.0,user104727@corp.co,+6014765097
C104728,2022-06-05,HCMC,Offline  Event,STD,45.0,M,0.384,706.0,user104728@corp.co,+6016110914
C104729,2023-11-15,Singapore,App store ,Standard ,32.0,M,0.519,737.0,user104729@example.com,+6017299542
C104730,2024-08-03,Singapore,WEB ,Plus ,22.0,M,0.18,682.0,user104730@example.com,6017280289
C104731,2024-06-11,johor,IOS Store,PRM,32.0,M,0.215,728.0,user104731@mail.com,+6010422600
C104732,2021-08-10,SELANGOR ,app-store,Standard ,24.0,M,0.349,702.0,user104732@example.com,+6010355151
C104733,2021-09-03,Sabah ,Referal,STD,36.0,F,0.448,765.0,user104733@example.com,+6012807766
C104734,2022-05-19,jakarta,Offline  Event,Plus ,34.0,F,0.256,722.0,user104734@inbox.io,+6014109478
C104735,2023-12-04,selangor,referral,PLS,40.0,F,0.508,650.0,user104735@mail.com,+6014418134
C104736,2022-12-11,Johor,Referal,STD,26.0,M,0.13,764.0,user104736@corp.co,+6010207576
C104737,01/09/2023,Kuala  Lumpur,app-store,plus,32.0,F,0.227,708.0,user104737@corp.co,+6012178978
C104738,2023-09-12,SELANGOR ,IOS Store,Premium ,21.0,F,0.329,672.0,user104738@corp.co,+6017682753
C104739,2023-06-25,Johor,ADs,PRM,38.0,M,0.215,599.0,user104739@corp.co,+6015545377
C104740,12/04/2023,BKK,WEB ,premium,36.0,F,0.05,694.0,user104740@example.com,+6013787862
C104741,2024-05-13,Selangor,Partnership,premium ,36.0,,0.166,790.0,user104741@mail.com,+6014309699
C104742,2023-04-23,JKT,web,std,32.0,F,0.182,516.0,user104742@example.com,+6016172719
C104743,2024-10-14,Jakarta,partner,PLS,,M,0.273,519.0,user104743@corp.co,+6014453491
C104744,2024-02-03,bangkok,Offline  Event,premium,45.0,M,0.241,726.0,user104744@inbox.io,+6015964207
C104745,2025-06-07,MNL,website,PLS,30.0,F,0.264,694.0,user104745@corp.co,+6010188905
C104746,2024-10-30,selangor ,Referal,plus,33.0,M,,720.0,user104746@example.com,+6012729239
C104747,2024-07-10,SELANGOR ,IOS Store,PRM,23.0,M,0.36,648.0,user104747@mail.com,+6010363467
C104748,2022-06-04,johor,offline,Premium ,25.0,F,0.118,551.0,user104748@example.com,+6013186946
C104749,2022-07-26,Pulau Pinang,referral ,PRM,,F,0.392,630.0,user104749@ example.com,+6012654583
C104750,2021-03-13,sabah ,referral,PRM,41.0,F,0.609,774.0,user104750@inbox.io,+6016662187
C104751,2022-01-24,KL,Referal,Plus ,,M,0.479,653.0,user104751@inbox.io,+6016548647
C104752,2022-12-30,selangor,Offline  Event,Premium  ,,M,0.127,653.0,user104752@inbox.io,+6017559937
C104753,2023-02-21,johor,website,Premium ,29.0,F,0.274,522.0,user104753@example.com,+6015502031
C104754,06/09/2021,Johor ,App store,Plus ,28.0,M,0.438,572.0,user104754@inbox.io,+6014518781
C104755,17/10/2022,Jakarta,website,PLS ,34.0,M,0.263,747.0,user104755@corp.co,+6019948400
C104756,2022-06-03,bangkok,app-store,standard,20.0,F,0.553,,user104756@inbox.io,+6018909026
C104757,18/05/2024,Sarawak,Partnership,Standard ,42.0,M,0.255,739.0,user104757@corp.co,+6013501395
C104758,2021-11-17,sarawak,offline,premium ,27.0,M,0.403,635.0,user104758@example.com,+6013316314
C104759,24/10/2021,Singapore,IOS-Store,PLS,38.0,M,0.21,592.0,user104759@mail.com,+6012136471
C104760,2021-07-18,JKT,WEB ,Plus ,22.0,M,0.349,664.0,user104760@example.com,+6019395938
C104761,2025-01-10,Penang, Partnership, PRM,37.0,M,0.211,646.0,user104761@inbox.io,+6018880203
C104762,2025-08-31,Pulau-Pinang,offline,STD,37.0,M,0.201,630.0,user104762@mail.com,+6011526189
C104763,2021-06-17,HCMC,App store,Standard ,35.0,M,0.465,632.0,user104763@inbox.io,+6018979861
C104764,2021-03-23,manila,partnership,plus,24.0,F,0.029,672.0,user104764@inbox.io,+6015299854
C104765,2024-05-18,SELANGOR,Offline  Event ,PLS,34.0,F,0.059,651.0,user104765@mail.com,+6011710623
C104766,2025-06-16,Pulau Pinang,Partnership,PLS,23.0,M,0.086,624.0,user104766@inbox.io,+6019791808
C104767,16/09/2021,bangkok,paid ads,PLS,30.0,F,0.552,788.0,user104767@corp.co,+6019101761
C104768,2021-11-19,BKK,web,plus,40.0,M,0.134,707.0,user104768@inbox.io,+6018595065
C104769,2023-03-27,sarawak,IOS Store,Plus ,38.0,M,0.785,690.0,user104769@example.com,+6010170508
C104770,2022-04-28,Penang,website ,standard,32.0,M,0.067,676.0,user104770@corp.co,+6014498883
C104771,2021-09-19,Kuala Lumpur , Paid Ads,standard,24.0,F,0.049,720.0,user104771@corp.co,+6011640189
C104772,2024-04-26,Penang,paid ads,PRM,37.0,F,0.175,,user104772@example.com,+6017159605
C104773,2023-08-20,MNL,Partnership,PRM,32.0,F,0.251,618.0,user104773@ corp.co,+6012599514
C104774,2022-12-14,kuala-lumpur,Ads,PLS,18.0,,0.362,,user104774@example.com,+6013751628
C104775,2023-02-08,HCMC, PAID ADS,plus,38.0,M,0.169,544.0,user104775@inbox.io,+6012379484
C104776,2023-06-02,singapore ,IOS Store,premium,32.0,,,788.0,user104776@corp.co,+6016583980
C104777,2024-10-08,kuala-lumpur,offline,Premium ,42.0,M,0.453,653.0,user104777@inbox.io,+6018918333
C104778,2022-01-28,Bangkok,offline,PRM,23.0,F,0.207,716.0,user104778@inbox.io,+6013193483
C104779,2022-02-12,Johor, Paid Ads,PLS,18.0,F,0.42,692.0,user104779@corp.co,+6014823328
C104780,2025-06-25,manila,offline,Plus  ,34.0,F,0.218,735.0,user104780@inbox.io,+6016393798
C104781,2022-06-15,Jakarta,web,Premium ,34.0,F,0.168,,user104781@corp.co,+6012450067
C104782,2021-03-30,Manila,Partner  ,standard,18.0,F,0.406,600.0,user104782@corp.co,+6010632852
C104783,2021-04-20,BKK,IOS Store,premium,24.0,F,0.197,618.0,user104783@corp.co,+6018869611
C104784,14/01/2024,jakarta, Paid Ads,premium,54.0,F,0.367,659.0,user104784@inbox.io,6012349303
C104785,2023-10-08,Sarawak,Partnership,premium,30.0,M,0.25,585.0,user104785@inbox.io,+6012911426
C104786,2025-01-19,Manila,offline,STD,38.0,F,0.458,629.0,user104786@corp.co,+6014763105
C104787,2024-12-22,HCMC,Partnership,premium,27.0,M,0.329,608.0,user104787@corp.co,+6013754553
C104788,2025-08-07,penang,IOS Store,PLS,18.0,M,0.393,660.0,user104788@mail.com,+6016974779
C104789,2023-04-27,JKT, Paid Ads,Plus ,31.0,M,0.244,650.0,user104789@inbox.io,+6019552834
C104790,2025-09-01,Sabah,offline,STD,30.0,M,0.506,687.0,user104790@mail.com,+6014853529
C104791,2024-10-14,selangor,ADs,STD,29.0,F,0.16,731.0,user104791@corp.co,+6017810753
C104792,2022-02-24,Sabah ,partner,Plus  ,31.0,F,0.405,665.0,user104792@inbox.io,+6017323312
C104793,2025-08-03,Johor ,Offline  Event,PLS,34.0,M,0.072,590.0,user104793@mail.com,+6012361226
C104794,2022-07-05,sabah,web,STD,31.0,M,0.355,557.0,user104794@corp.co,+6017264607
C104795,2024-11-19,johor,offline,Premium-,22.0,F,0.359,690.0,user104795@corp.co,+6014720108
C104796,2024-09-13,sarawak,App store,Standard  ,36.0,F,0.599,640.0,user104796@corp.co,+6012733814
C104797,2025-06-15,Selangor,web,STD ,18.0,F,0.395,671.0,user104797@inbox.io,+6012780797
C104798,2025-07-17,Sarawak,Referral ,plus,18.0,M,0.117,700.0,user104798@inbox.io,+6011358950
C104799,21/08/2023,BKK,Offline  Event,PLS,,F,0.278,767.0,user104799@mail.com,+6013244953
C104800,2023-12-15,sabah,Offline  Event,Standard ,36.0,F,0.177,575.0,user104800@mail.com,+6014105574
C104801,05/02/2025,KL, Paid Ads,PRM,32.0,M,0.151,619.0,user104801@inbox.io,+6016175412
C104802,2025-08-04,SABAH, Paid Ads,standard,21.0,M,0.249,,user104802@mail.com,+6018522471
C104803,2022-12-07,Johor ,referral,Standard ,26.0,M,0.016,612.0,user104803@inbox.io,+6019777048
C104804,2021-10-06,selangor,Partner-,standard,30.0,M,0.602,591.0,user104804@example.com,+6014523832
C104805,2024-10-04,jakarta,Referral ,STD,19.0,Other,0.328,759.0,user104805@inbox.io,+6010474948
C104806,2023-08-15,Manila,paid ads,plus,26.0,M,0.12,617.0,user104806@corp.co,+6016717075
C104807,11/02/2024,Sarawak,Referral ,STD,37.0,M,0.177,601.0,user104807@corp.co,+6012569556
C104808,2024-07-04,SELANGOR ,paid ads,Standard ,43.0,M,0.258,611.0,user104808@mail.com,+6014488932
C104809,2023-03-19,sarawak,partner,Plus ,29.0,M,0.148,745.0,user104809@ inbox.io,+6010484207
C104810,2022-04-29,selangor,ADs,PLS,38.0,F,0.166,638.0,user104810@example.com,+6016747639
C104811,2023-08-02,Manila,referral,premium ,18.0,M,0.28,597.0,user104811@corp.co,+6015798643
C104812,2021-02-02,Manila,Partnership,premium,37.0,F,0.517,630.0,user104812@inbox.io,+6018276071
C104813,2021-01-01,Penang,App store,PRM,26.0,M,0.47,677.0,user104813@corp.co,+6016187520
C104814,2025-06-14,sabah,WEB ,Standard ,34.0,F,0.403,734.0,user104814@corp.co,+6016872526
C104815,2022-02-28, jakarta,IOS Store,Standard ,30.0,F,0.116,728.0,user104815@inbox.io,+6019199371
C104816,2023-12-05,Selangor,Referral ,premium,43.0,F,0.179,633.0,user104816@mail.com,+6013389956
C104817,2023-06-10,jakarta,WEB ,PRM,25.0,F,0.371,648.0,user104817@mail.com,6013759168
C104818,2024-12-28,JKT,Referral ,Standard ,37.0,F,0.159,806.0,user104818@inbox.io,+6018808010
C104819,2025-07-21,jakarta,WEB ,Plus ,30.0,M,0.325,740.0,user104819@corp.co,+6011263728
C104820,26/01/2021,Sabah,Offline  Event,Plus ,31.0,F,0.041,665.0,user104820@corp.co,+6015687601
C104821,09/03/2025,Singapore,website,Plus ,31.0,F,0.344,542.0,user104821@mail.com,+6010294410
C104822,2025-01-22,sabah,Offline    Event,Plus ,25.0,F,0.614,652.0,user104822@corp.co,+6015510966
C104823,2023-07-20,Selangor,partner,Premium ,32.0,M,0.508,600.0,user104823@example.com,+6012187419
C104824,2021-01-29,sarawak,Referal,Standard  ,31.0,M,0.501,628.0,user104824@example.com,+6019563936
C104825,2024-08-30,Kuala  Lumpur,offline,plus,34.0,F,,622.0,user104825@inbox.io,+6014598414
C104826,2023-06-30,selangor,offline,PLS,33.0,M,0.314,666.0,user104826@mail.com,+6016149834
C104827,2022-12-20,Manila,WEB ,standard,38.0,M,0.6,684.0,user104827@inbox.io,+6014868230
C104828,2021-01-23,SELANGOR ,offline,prm,39.0,M,0.168,,user104828@mail.com,+6014161126
C104829,2025-08-31,Kuala Lumpur ,IOS Store,plus,24.0,F,0.392,603.0,user104829@corp.co,+6014254285
C104830,2024-03-06,sarawak,web,PREMIUM ,39.0,Other,0.445,669.0,user104830@example.com,6014213829
C104831,09/08/2022,Jakarta,partner,Premium ,23.0,F,0.166,650.0,user104831@corp.co,+6014253579
C104832,2024-07-03,sabah,website,STD,37.0,M,0.26,,user104832@inbox.io,+6016430407
C104833,2024-09-20,manila ,partner,PLS,37.0,M,0.26,716.0,user104833@mail.com,+6016262500
C104834,2024-05-11,Penang,App  store,Standard ,,M,0.478,636.0,user104834@example.com,+6016173750
C104835,2023-02-16,Sarawak,Offline  Event,Plus ,33.0,F,0.252,,user104835@mail.com,+6016157466
C104836,2022-05-23,Johor ,Referal,PRM,28.0,F,0.199,667.0,user104836@example.com,+6014523498
C104837,25/04/2024,manila,WEB ,PRM,26.0,M,0.477,679.0,user104837@example.com,+6014358239
C104838,2024-03-21,Selangor,IOS Store,plus,43.0,F,0.615,689.0,user104838@inbox.io,6010854096
C104839,2022-11-17,Kuala Lumpur ,paid ads,Standard ,27.0,F,0.567,602.0,user104839@example.com,+6010559992
C104840,2023-03-29,Pulau Pinang,Partner ,PRM,26.0,M,0.076,699.0,user104840@mail.com,+6012420420
C104841,2021-09-04,Johor,web,PLS,33.0,M,0.437,659.0,user104841@example.com,+6017512510
C104842,2024-08-04,Saigon,partner,premium,37.0,Other,0.078,745.0,user104842@example.com,+6016823012
C104843,2023-01-15,penang,paid ads,Plus ,31.0,M,0.494,729.0,user104843@mail.com,+6010474273
C104844,2025-05-25,kuala-lumpur,offline,Standard ,41.0,F,0.555,759.0,user104844@example.com,+6013175257
C104845,25/04/2023,manila,referral,plus,36.0,M,0.282,624.0,user104845@inbox.io,+6013746684
C104846,04/06/2023,penang ,ADs,Premium ,18.0,F,0.108,757.0,user104846@inbox.io,+6017893423
C104847,2025-07-11,Jakarta,offline,premium,28.0,F,0.441,686.0,user104847@corp.co,+6018319960
C104848,2023-04-16,Kuala Lumpur ,App store,premium,28.0,F,0.072,721.0,user104848@example.com,+6017397689
C104849,2024-07-06,Pulau Pinang,website,STD,36.0,F,0.089,720.0,user104849@corp.co,+6017494523
C104850,2022-08-08,HCMC, Paid Ads,premium,18.0,F,0.513,708.0,user104850@corp.co,+6016931762
C104851,2021-08-01,Pulau Pinang,offline,premium,52.0,F,0.105,615.0,user104851@example.com,+6019920171
C104852,2022-07-21,sabah,IOS Store,premium,36.0,M,0.65,737.0,user104852@inbox.io,+6013616911
C104853,2022-03-01,johor,APP-STORE,PLS,33.0,M,0.507,701.0,user104853@mail.com,+6017863202
C104854,2023-06-19,MNL,app-store,STD,41.0,F,0.2,592.0,user104854@inbox.io,+6017926403
C104855,2021-12-09,MNL,IOS Store,premium,51.0,F,0.074,651.0,user104855@corp.co,+6012419950
C104856,2024-11-15,Sabah,OFFLINE  EVENT,PLS,39.0,M,0.116,607.0,user104856@inbox.io,+6012369409
C104857,2024-11-07,Manila,web,plus,40.0,M,0.483,594.0,user104857@corp.co,+6012606129
C104858,2023-04-26,SG,offline,STD,33.0,,0.746,731.0,user104858@mail.com,+6018427045
C104859,2025-03-09,Saigon,Referral ,prm,31.0,M,0.186,591.0,user104859@inbox.io,+6011284720
C104860,2022-08-07,Bangkok,Offline  Event,premium,28.0,F,0.56,601.0,user104860@mail.com,+6018799516
C104861,2023-09-24,SELANGOR-,app-store,PRM,25.0,F,0.351,799.0,user104861@example.com,+6017771542
C104862,2021-03-02,Manila,Ads ,PLS,27.0,F,0.302,653.0,user104862@inbox.io,+6016907805
C104863,2022-04-18,Sabah  ,partner,standard,21.0,M,0.357,719.0,user104863@inbox.io,+6011240117
C104864,2021-06-04,Johor ,Offline  Event,PLS,31.0,M,0.345,747.0,user104864@inbox.io,+6018251646
C104865,2025-07-21,JOHOR ,paid ads,plus,19.0,M,0.12,726.0,user104865@example.com,+6016210740
C104866,10/03/2021,Manila,web,Premium ,34.0,M,0.377,689.0,user104866@inbox.io,6012393168
C104867,2022-08-01,Ho Chi Minh City,Referal,PRM ,32.0,F,0.425,678.0,user104867@example.com,+6019742295
C104868,2021-11-14,Johor ,ADs,STD,33.0,F,0.138,712.0,user104868@example.com,+6018583988
C104869,2023-05-27,Kuala  Lumpur,referral,PRM,28.0,M,0.545,667.0,user104869@inbox.io,+6017738860
C104870,2023-04-17,Pulau Pinang,Referal,premium,57.0,M,0.273,722.0,user104870@inbox.io,+6019729466
C104871,24/01/2022,KL,offline,Premium ,,M,0.053,664.0,user104871@mail.com,+6014790719
C104872,2024-09-24,HCMC,offline,PRM,22.0,Other,0.117,671.0,user104872@corp.co,+6018176817
C104873,2021-01-26,Johor,WEB ,premium,34.0,M,0.107,793.0,user104873@inbox.io,6019426769
C104874,2022-12-25,Sabah,WEB ,Premium ,27.0,F,0.192,651.0,user104874@example.com,+6010526826
C104875,2021-10-08,Manila,APP STORE,PRM,24.0,,0.465,681.0,user104875@inbox.io,+6018227693
C104876,2022-04-14,Ho Chi Minh City,Partnership,STD,21.0,F,0.405,706.0,user104876@inbox.io,+6012988028
C104877,2021-02-15,Selangor,website,Plus ,35.0,F,0.065,710.0,user104877@example.com,+6017463841
C104878,2025-03-14,KUALA LUMPUR ,app-store,plus,27.0,M,0.1,698.0,user104878@example.com,+6016194643
C104879,2022-11-06,SELANGOR ,offline,Premium ,40.0,F,0.727,605.0,user104879@corp.co,+6010408593
C104880,2023-11-29,penang,referral,STD,40.0,M,0.037,,user104880@inbox.io,+6010686182
C104881,2024-07-29,Johor,ADs,Standard ,43.0,F,0.317,695.0,user104881@mail.com,+6016595139
C104882,2023-08-27,Ho Chi Minh City,offline,PLS,25.0,M,0.036,748.0,user104882@example.com,+6013250157
C104883,2025-03-29,sarawak,referral,Premium ,36.0,F,0.108,724.0,user104883@mail.com,+6015929610
C104884,2024-02-28,SG,app-store,plus,37.0,M,0.586,752.0,user104884@mail.com,+6018511835
C104885,2024-12-11, Saigon,Ads,Plus ,28.0,F,0.29,620.0,user104885@mail.com,+6018379051
C104886,2021-04-09,HCMC,paid ads,standard ,26.0,M,0.044,620.0,user104886@mail.com,+6018175207
C104887,2023-10-24,bangkok,website,plus,45.0,F,0.143,700.0,user104887@corp.co,+6010496809
C104888,2021-09-07,Pulau Pinang,partner,Plus ,34.0,F,0.093,748.0,user104888@inbox.io,+6012389305
C104889,30/03/2022,Johor,website,premium,37.0,M,0.489,668.0,user104889@corp.co,+6017177837
C104890,2021-06-24,SG,referral,plus,25.0,F,0.189,636.0,user104890@example.com,+6016464290
C104891,2023-04-08,Pulau Pinang,Partnership,standard,22.0,F,0.275,584.0,user104891@mail.com,+6016745575
C104892,2024-05-04,Ho Chi Minh City,web,Plus ,27.0,M,0.283,702.0,user104892@mail.com,+6013759479
C104893,2021-08-10,BKK, web,PLS,31.0,F,0.525,673.0,user104893@mail.com,+6018875069
C104894,2025-08-15,sabah,Ads,standard,23.0,F,0.44,654.0,user104894@inbox.io,+6016432327
C104895,2024-12-31,kuala-lumpur,WEB ,Standard ,32.0,F,0.57,734.0,user104895@corp.co,6011291216
C104896,2022-07-19,Kuala Lumpur ,Offline  Event,STD,18.0,M,0.122,,user104896@example.com,+6010452621
C104897,2022-08-21,Bangkok,website,Plus ,23.0,M,0.075,680.0,user104897@example.com,+6014216231
C104898,2023-02-16,KL,partner,standard ,37.0,F,0.237,734.0,user104898@corp.co,+6015929981
C104899,2024-03-31,bangkok,web,plus,,M,0.635,811.0,user104899@mail.com,+6012626726
C104900,2021-02-09,Sabah, Referal,STD,29.0,F,0.473,653.0,user104900@mail.com,+6010864669
C104901,2022-01-14,Singapore,Partnership,prm,24.0,M,0.386,627.0,user104901@mail.com,+6017625516
C104902,2023-02-13,Sabah, Paid Ads,STD,24.0,M,0.302,,user104902@inbox.io,+6016887423
C104903,2024-04-10,sabah,WEB ,Premium ,29.0,F,0.138,709.0,user104903@mail.com,+6014587137
C104904,2024-10-08,johor,WEB ,standard,37.0,F,0.357,615.0,user104904@inbox.io,+6017108130
C104905,07/02/2023,Kuala Lumpur , Paid Ads,Plus ,39.0,F,0.025,658.0,user104905@inbox.io,+6011540747
C104906,2021-04-15,Jakarta,referral ,premium,,M,0.487,663.0,user104906@corp.co,+6019493559
C104907,2022-09-11,MNL,website,plus,23.0,M,0.388,773.0,user104907@mail.com,+6012117339
C104908,2024-12-02,sarawak,ADs,STD,34.0,M,0.22,752.0,user104908@corp.co,+6012795633
C104909,2021-10-19,Ho Chi Minh City,Partner ,STD,25.0,F,0.358,588.0,user104909@inbox.io,+6013302484
